symbol,action_day,time,record_id,price,volume,order_kind,function_code,channel,direction,datetime
000004.SZ,20240308,91500000,73,12.990000,41400,48,66,73,1,20240308091500000
000004.SZ,20240308,91500000,820,14.410000,100,48,83,820,2,20240308091500000
000004.SZ,20240308,91500030,1352,11.800000,6500,48,83,1352,2,20240308091500030
000004.SZ,20240308,91500030,1355,11.800000,14300,48,83,1355,2,20240308091500030
000004.SZ,20240308,91500030,1117,11.820000,100,48,66,1117,1,20240308091500030
000004.SZ,20240308,91500030,1195,11.820000,100,48,66,1195,1,20240308091500030
000004.SZ,20240308,91500030,1198,11.820000,100,48,66,1198,1,20240308091500030
000004.SZ,20240308,91500040,2702,13.150000,900,48,66,2702,1,20240308091500040
000004.SZ,20240308,91500040,2704,13.150000,900,48,66,2704,1,20240308091500040
000004.SZ,20240308,91500040,2778,13.110000,100,48,66,2778,1,20240308091500040
000004.SZ,20240308,91500040,3258,12.360000,800,48,66,3258,1,20240308091500040
000004.SZ,20240308,91500040,4016,11.800000,100,48,83,4016,2,20240308091500040
000004.SZ,20240308,91500040,4030,11.820000,100,48,66,4030,1,20240308091500040
000004.SZ,20240308,91500040,5523,14.000000,300,48,83,5523,2,20240308091500040
000004.SZ,20240308,91500040,5563,14.420000,500,48,83,5563,2,20240308091500040
000004.SZ,20240308,91500040,4384,11.820000,100,48,66,4384,1,20240308091500040
000004.SZ,20240308,91500050,8244,12.400000,300,48,66,8244,1,20240308091500050
000004.SZ,20240308,91500050,8898,11.800000,1700,48,83,8898,2,20240308091500050
000004.SZ,20240308,91500050,9300,14.420000,1500,48,83,9300,2,20240308091500050
000004.SZ,20240308,91500050,9412,11.800000,600,48,83,9412,2,20240308091500050
000004.SZ,20240308,91500060,10231,11.800000,13400,48,83,10231,2,20240308091500060
000004.SZ,20240308,91500060,10297,11.800000,3800,48,83,10297,2,20240308091500060
000004.SZ,20240308,91500060,10671,14.420000,300,48,83,10671,2,20240308091500060
000004.SZ,20240308,91500060,11160,14.410000,500,48,83,11160,2,20240308091500060
000004.SZ,20240308,91500070,12867,12.500000,800,48,66,12867,1,20240308091500070
000004.SZ,20240308,91500070,14841,13.010000,200,48,66,14841,1,20240308091500070
000004.SZ,20240308,91500080,16347,12.600000,100,48,66,16347,1,20240308091500080
000004.SZ,20240308,91500090,20132,11.800000,300,48,66,20132,1,20240308091500090
000004.SZ,20240308,91500090,20133,12.320000,300,48,66,20133,1,20240308091500090
000004.SZ,20240308,91500090,21336,13.500000,2000,48,83,21336,2,20240308091500090
000004.SZ,20240308,91500090,21401,13.500000,300,48,83,21401,2,20240308091500090
000004.SZ,20240308,91500100,22307,13.390000,1000,48,83,22307,2,20240308091500100
000004.SZ,20240308,91500100,22750,14.400000,600,48,83,22750,2,20240308091500100
000004.SZ,20240308,91500100,23071,13.200000,500,48,66,23071,1,20240308091500100
000004.SZ,20240308,91500100,23785,13.510000,500,48,83,23785,2,20240308091500100
000004.SZ,20240308,91500100,25668,13.680000,800,48,83,25668,2,20240308091500100
000004.SZ,20240308,91500110,27296,14.410000,1700,48,83,27296,2,20240308091500110
000004.SZ,20240308,91500110,27830,13.880000,1900,48,83,27830,2,20240308091500110
000004.SZ,20240308,91500110,31322,11.800000,100,48,66,31322,1,20240308091500110
000004.SZ,20240308,91500110,30135,14.300000,500,48,83,30135,2,20240308091500110
000004.SZ,20240308,91500110,30580,14.180000,200,48,83,30580,2,20240308091500110
000004.SZ,20240308,91500110,30975,14.420000,100,48,83,30975,2,20240308091500110
000004.SZ,20240308,91500110,31184,14.400000,300,48,83,31184,2,20240308091500110
000004.SZ,20240308,91500120,31900,11.800000,5200,48,83,31900,2,20240308091500120
000004.SZ,20240308,91500130,36158,11.830000,900,48,66,36158,1,20240308091500130
000004.SZ,20240308,91500130,36203,13.680000,900,48,83,36203,2,20240308091500130
000004.SZ,20240308,91500130,36205,13.900000,900,48,83,36205,2,20240308091500130
000004.SZ,20240308,91500130,36223,13.700000,1000,48,83,36223,2,20240308091500130
000004.SZ,20240308,91500130,36389,13.950000,700,48,83,36389,2,20240308091500130
000004.SZ,20240308,91500130,36675,12.380000,4300,48,66,36675,1,20240308091500130
000004.SZ,20240308,91500130,36680,11.800000,400,48,83,36680,2,20240308091500130
000004.SZ,20240308,91500130,37154,14.400000,800,48,83,37154,2,20240308091500130
000004.SZ,20240308,91500130,35214,14.000000,900,48,83,35214,2,20240308091500130
000004.SZ,20240308,91500130,35215,13.800000,900,48,83,35215,2,20240308091500130
000004.SZ,20240308,91500130,37850,13.270000,400,48,83,37850,2,20240308091500130
000004.SZ,20240308,91500140,38340,13.460000,3000,48,83,38340,2,20240308091500140
000004.SZ,20240308,91500140,38812,13.770000,200,48,83,38812,2,20240308091500140
000004.SZ,20240308,91500140,38823,12.420000,100,48,66,38823,1,20240308091500140
000004.SZ,20240308,91500140,41167,12.400000,200,48,66,41167,1,20240308091500140
000004.SZ,20240308,91500140,41168,12.200000,200,48,66,41168,1,20240308091500140
000004.SZ,20240308,91500140,41169,12.000000,200,48,66,41169,1,20240308091500140
000004.SZ,20240308,91500140,41170,11.800000,200,48,66,41170,1,20240308091500140
000004.SZ,20240308,91500140,41171,14.400000,200,48,83,41171,2,20240308091500140
000004.SZ,20240308,91500140,41172,14.000000,200,48,83,41172,2,20240308091500140
000004.SZ,20240308,91500140,41173,14.200000,200,48,83,41173,2,20240308091500140
000004.SZ,20240308,91500140,39932,12.880000,800,48,66,39932,1,20240308091500140
000004.SZ,20240308,91500150,41730,13.990000,3000,48,83,41730,2,20240308091500150
000004.SZ,20240308,91500150,41735,14.230000,900,48,83,41735,2,20240308091500150
000004.SZ,20240308,91500150,44044,13.110000,200,48,66,44044,1,20240308091500150
000004.SZ,20240308,91500160,45542,12.910000,100,48,66,45542,1,20240308091500160
000004.SZ,20240308,91500160,45543,12.470000,100,48,66,45543,1,20240308091500160
000004.SZ,20240308,91500160,45544,13.510000,100,48,83,45544,2,20240308091500160
000004.SZ,20240308,91500160,46266,12.700000,1000,48,66,46266,1,20240308091500160
000004.SZ,20240308,91500170,49709,12.750000,1000,48,66,49709,1,20240308091500170
000004.SZ,20240308,91500170,50393,13.600000,500,48,83,50393,2,20240308091500170
000004.SZ,20240308,91500170,49550,14.220000,1400,48,83,49550,2,20240308091500170
000004.SZ,20240308,91500180,52118,13.300000,9400,48,83,52118,2,20240308091500180
000004.SZ,20240308,91500180,52655,12.760000,3900,48,66,52655,1,20240308091500180
000004.SZ,20240308,91500180,52984,12.000000,400,48,66,52984,1,20240308091500180
000004.SZ,20240308,91500180,51571,14.420000,2000,48,83,51571,2,20240308091500180
000004.SZ,20240308,91500180,53539,13.850000,700,48,83,53539,2,20240308091500180
000004.SZ,20240308,91500180,54167,13.850000,1600,48,83,54167,2,20240308091500180
000004.SZ,20240308,91500180,54170,13.650000,1500,48,83,54170,2,20240308091500180
000004.SZ,20240308,91500190,54804,14.100000,100,48,83,54804,2,20240308091500190
000004.SZ,20240308,91500190,55756,13.630000,200,48,83,55756,2,20240308091500190
000004.SZ,20240308,91500200,58913,13.780000,2100,48,83,58913,2,20240308091500200
000004.SZ,20240308,91500200,57608,13.490000,900,48,83,57608,2,20240308091500200
000004.SZ,20240308,91500200,59191,12.960000,100,48,83,59191,2,20240308091500200
000004.SZ,20240308,91500200,57803,13.360000,200,48,83,57803,2,20240308091500200
000004.SZ,20240308,91500210,60292,14.400000,500,48,83,60292,2,20240308091500210
000004.SZ,20240308,91500210,60308,14.420000,200,48,83,60308,2,20240308091500210
000004.SZ,20240308,91500210,60310,11.800000,200,48,66,60310,1,20240308091500210
000004.SZ,20240308,91500220,62247,14.420000,500,48,83,62247,2,20240308091500220
000004.SZ,20240308,91500220,62651,14.420000,100,48,66,62651,1,20240308091500220
000004.SZ,20240308,91500230,64186,14.410000,2500,48,83,64186,2,20240308091500230
000004.SZ,20240308,91500230,64342,14.420000,900,48,83,64342,2,20240308091500230
000004.SZ,20240308,91500250,66750,12.720000,1000,48,83,66750,2,20240308091500250
000004.SZ,20240308,91500260,68377,13.100000,100,48,83,68377,2,20240308091500260
000004.SZ,20240308,91500270,69798,13.900000,900,48,83,69798,2,20240308091500270
000004.SZ,20240308,91500280,70257,12.820000,300,48,66,70257,1,20240308091500280
000004.SZ,20240308,91500280,70258,13.850000,300,48,83,70258,2,20240308091500280
000004.SZ,20240308,91500280,70332,14.410000,2000,48,83,70332,2,20240308091500280
000004.SZ,20240308,91500280,70537,13.800000,700,48,83,70537,2,20240308091500280
000004.SZ,20240308,91500280,70538,14.320000,700,48,83,70538,2,20240308091500280
000004.SZ,20240308,91500280,70578,14.000000,600,48,83,70578,2,20240308091500280
000004.SZ,20240308,91500300,74061,14.100000,200,48,83,74061,2,20240308091500300
000004.SZ,20240308,91500320,75970,13.110000,300,48,66,75970,1,20240308091500320
000004.SZ,20240308,91500320,76044,13.120000,100,48,66,76044,1,20240308091500320
000004.SZ,20240308,91500320,75459,13.390000,100,48,66,75459,1,20240308091500320
000004.SZ,20240308,91500320,75628,13.570000,400,48,83,75628,2,20240308091500320
000004.SZ,20240308,91500330,76403,14.420000,1900,48,83,76403,2,20240308091500330
000004.SZ,20240308,91500330,77180,13.780000,500,48,83,77180,2,20240308091500330
000004.SZ,20240308,91500330,77181,13.820000,500,48,83,77181,2,20240308091500330
000004.SZ,20240308,91500330,77182,13.860000,500,48,83,77182,2,20240308091500330
000004.SZ,20240308,91500330,77238,14.060000,500,48,83,77238,2,20240308091500330
000004.SZ,20240308,91500330,77422,14.420000,1600,48,83,77422,2,20240308091500330
000004.SZ,20240308,91500340,78198,11.800000,700,48,66,78198,1,20240308091500340
000004.SZ,20240308,91500340,78338,11.800000,800,48,83,78338,2,20240308091500340
000004.SZ,20240308,91500340,78585,14.280000,2000,48,83,78585,2,20240308091500340
000004.SZ,20240308,91500340,78586,12.800000,1000,48,66,78586,1,20240308091500340
000004.SZ,20240308,91500350,78964,14.420000,200,48,83,78964,2,20240308091500350
000004.SZ,20240308,91500350,79882,13.660000,400,48,83,79882,2,20240308091500350
000004.SZ,20240308,91500360,80323,14.400000,5400,48,83,80323,2,20240308091500360
000004.SZ,20240308,91500370,81001,13.860000,500,48,83,81001,2,20240308091500370
000004.SZ,20240308,91500370,81013,14.420000,1000,48,83,81013,2,20240308091500370
000004.SZ,20240308,91500370,81023,14.400000,4800,48,83,81023,2,20240308091500370
000004.SZ,20240308,91500370,81139,11.980000,200,48,66,81139,1,20240308091500370
000004.SZ,20240308,91500380,81486,14.420000,300,48,83,81486,2,20240308091500380
000004.SZ,20240308,91500380,82356,14.300000,300,48,83,82356,2,20240308091500380
000004.SZ,20240308,91500390,82666,12.800000,300,48,66,82666,1,20240308091500390
000004.SZ,20240308,91500390,82684,13.400000,3900,48,83,82684,2,20240308091500390
000004.SZ,20240308,91500390,82982,13.580000,2200,48,83,82982,2,20240308091500390
000004.SZ,20240308,91500420,84523,13.720000,200,48,83,84523,2,20240308091500420
000004.SZ,20240308,91500430,85234,12.450000,1500,48,66,85234,1,20240308091500430
000004.SZ,20240308,91500430,85391,13.850000,1500,48,83,85391,2,20240308091500430
000004.SZ,20240308,91500430,85533,13.860000,200,48,83,85533,2,20240308091500430
000004.SZ,20240308,91500430,85557,13.860000,700,48,83,85557,2,20240308091500430
000004.SZ,20240308,91500440,86446,12.500000,500,48,66,86446,1,20240308091500440
000004.SZ,20240308,91500470,88406,13.100000,500,48,83,88406,2,20240308091500470
000004.SZ,20240308,91500470,88522,13.130000,1000,48,83,88522,2,20240308091500470
000004.SZ,20240308,91500480,89288,14.200000,200,48,83,89288,2,20240308091500480
000004.SZ,20240308,91500480,89297,13.800000,400,48,83,89297,2,20240308091500480
000004.SZ,20240308,91500520,92190,13.100000,2100,48,83,92190,2,20240308091500520
000004.SZ,20240308,91500530,92721,13.490000,3000,48,83,92721,2,20240308091500530
000004.SZ,20240308,91500530,92950,14.100000,200,48,83,92950,2,20240308091500530
000004.SZ,20240308,91500550,94344,13.760000,800,48,83,94344,2,20240308091500550
000004.SZ,20240308,91500550,94588,13.490000,1000,48,83,94588,2,20240308091500550
000004.SZ,20240308,91500550,94589,13.740000,2000,48,83,94589,2,20240308091500550
000004.SZ,20240308,91500560,95270,14.370000,100,48,83,95270,2,20240308091500560
000004.SZ,20240308,91500580,96866,13.990000,3400,48,83,96866,2,20240308091500580
000004.SZ,20240308,91500580,97221,13.690000,800,48,83,97221,2,20240308091500580
000004.SZ,20240308,91500590,98021,14.100000,100,48,83,98021,2,20240308091500590
000004.SZ,20240308,91500600,98314,14.400000,2600,48,83,98314,2,20240308091500600
000004.SZ,20240308,91500610,99099,13.880000,200,48,83,99099,2,20240308091500610
000004.SZ,20240308,91500610,99436,13.580000,100,48,83,99436,2,20240308091500610
000004.SZ,20240308,91500620,99785,12.460000,100,48,83,99785,2,20240308091500620
000004.SZ,20240308,91500620,99843,14.100000,2900,48,83,99843,2,20240308091500620
000004.SZ,20240308,91500630,100628,13.500000,500,48,83,100628,2,20240308091500630
000004.SZ,20240308,91500630,100629,14.000000,500,48,83,100629,2,20240308091500630
000004.SZ,20240308,91500630,100630,13.800000,500,48,83,100630,2,20240308091500630
000004.SZ,20240308,91500630,100633,12.700000,500,48,66,100633,1,20240308091500630
000004.SZ,20240308,91500640,100812,14.400000,2800,48,83,100812,2,20240308091500640
000004.SZ,20240308,91500640,101225,12.200000,500,48,66,101225,1,20240308091500640
000004.SZ,20240308,91500640,101313,13.100000,100,48,83,101313,2,20240308091500640
000004.SZ,20240308,91500650,101366,14.000000,900,48,83,101366,2,20240308091500650
000004.SZ,20240308,91500650,101454,14.420000,300,48,83,101454,2,20240308091500650
000004.SZ,20240308,91500650,101457,14.350000,200,48,83,101457,2,20240308091500650
000004.SZ,20240308,91500650,101459,12.460000,500,48,66,101459,1,20240308091500650
000004.SZ,20240308,91500650,101770,13.580000,900,48,83,101770,2,20240308091500650
000004.SZ,20240308,91500660,102226,12.350000,100,48,66,102226,1,20240308091500660
000004.SZ,20240308,91500660,102227,12.430000,100,48,66,102227,1,20240308091500660
000004.SZ,20240308,91500680,102929,12.110000,300,48,66,102929,1,20240308091500680
000004.SZ,20240308,91500690,103992,13.880000,300,48,83,103992,2,20240308091500690
000004.SZ,20240308,91500700,104187,14.320000,200,48,83,104187,2,20240308091500700
000004.SZ,20240308,91500720,105747,14.380000,800,48,83,105747,2,20240308091500720
000004.SZ,20240308,91500720,105838,13.500000,300,48,83,105838,2,20240308091500720
000004.SZ,20240308,91500720,105963,13.380000,200,48,83,105963,2,20240308091500720
000004.SZ,20240308,91500720,105964,13.470000,200,48,83,105964,2,20240308091500720
000004.SZ,20240308,91500750,108352,14.000000,1500,48,83,108352,2,20240308091500750
000004.SZ,20240308,91500810,111988,13.230000,300,48,83,111988,2,20240308091500810
000004.SZ,20240308,91500810,112038,11.800000,200,48,83,112038,2,20240308091500810
000004.SZ,20240308,91500810,112334,13.580000,1000,48,83,112334,2,20240308091500810
000004.SZ,20240308,91500820,112632,14.380000,1000,48,83,112632,2,20240308091500820
000004.SZ,20240308,91500830,113368,13.500000,1000,48,83,113368,2,20240308091500830
000004.SZ,20240308,91500830,113544,14.420000,100,48,83,113544,2,20240308091500830
000004.SZ,20240308,91500840,114021,14.420000,500,48,83,114021,2,20240308091500840
000004.SZ,20240308,91500840,114022,13.810000,500,48,83,114022,2,20240308091500840
000004.SZ,20240308,91500840,114026,14.420000,500,48,83,114026,2,20240308091500840
000004.SZ,20240308,91500840,114027,13.810000,500,48,83,114027,2,20240308091500840
000004.SZ,20240308,91500860,115079,11.800000,200,48,83,115079,2,20240308091500860
000004.SZ,20240308,91500860,115287,13.130000,1000,48,66,115287,1,20240308091500860
000004.SZ,20240308,91500880,116290,14.420000,800,48,83,116290,2,20240308091500880
000004.SZ,20240308,91500880,116556,13.110000,100,48,66,116556,1,20240308091500880
000004.SZ,20240308,91500890,117311,14.420000,300,48,83,117311,2,20240308091500890
000004.SZ,20240308,91500910,118068,14.400000,500,48,83,118068,2,20240308091500910
000004.SZ,20240308,91500920,118811,13.550000,100,48,83,118811,2,20240308091500920
000004.SZ,20240308,91500940,119771,14.410000,4600,48,83,119771,2,20240308091500940
000004.SZ,20240308,91500970,121308,13.100000,1200,48,83,121308,2,20240308091500970
000004.SZ,20240308,91501010,124080,14.000000,77600,48,83,124080,2,20240308091501010
000004.SZ,20240308,91501010,124280,12.000000,100,48,66,124280,1,20240308091501010
000004.SZ,20240308,91501010,124281,14.000000,100,48,83,124281,2,20240308091501010
000004.SZ,20240308,91501030,125929,13.270000,300,48,83,125929,2,20240308091501030
000004.SZ,20240308,91501070,128416,14.100000,1000,48,83,128416,2,20240308091501070
000004.SZ,20240308,91501070,128465,13.570000,200,48,83,128465,2,20240308091501070
000004.SZ,20240308,91501080,128865,13.770000,400,48,83,128865,2,20240308091501080
000004.SZ,20240308,91501090,129504,13.110000,500,48,83,129504,2,20240308091501090
000004.SZ,20240308,91501090,129710,13.110000,600,48,66,129710,1,20240308091501090
000004.SZ,20240308,91501120,130888,11.800000,1000,48,66,130888,1,20240308091501120
000004.SZ,20240308,91501120,131148,14.420000,100,48,66,131148,1,20240308091501120
000004.SZ,20240308,91501140,132269,11.800000,100,48,83,132269,2,20240308091501140
000004.SZ,20240308,91501140,132296,13.100000,200,48,83,132296,2,20240308091501140
000004.SZ,20240308,91501150,132492,14.420000,100,48,83,132492,2,20240308091501150
000004.SZ,20240308,91501180,133905,13.620000,10000,48,83,133905,2,20240308091501180
000004.SZ,20240308,91501180,133906,12.950000,10000,48,66,133906,1,20240308091501180
000004.SZ,20240308,91501200,135090,11.800000,400,48,83,135090,2,20240308091501200
000004.SZ,20240308,91501200,135412,13.570000,500,48,83,135412,2,20240308091501200
000004.SZ,20240308,91501200,135532,13.380000,200,48,83,135532,2,20240308091501200
000004.SZ,20240308,91501240,137309,13.110000,200,48,66,137309,1,20240308091501240
000004.SZ,20240308,91501250,137958,13.800000,3000,48,83,137958,2,20240308091501250
000004.SZ,20240308,91501250,137959,14.420000,2700,48,83,137959,2,20240308091501250
000004.SZ,20240308,91501250,138126,14.420000,2500,48,83,138126,2,20240308091501250
000004.SZ,20240308,91501260,138601,13.860000,200,48,83,138601,2,20240308091501260
000004.SZ,20240308,91501260,138603,14.190000,200,48,83,138603,2,20240308091501260
000004.SZ,20240308,91501260,138606,14.420000,200,48,83,138606,2,20240308091501260
000004.SZ,20240308,91501260,138617,12.830000,200,48,66,138617,1,20240308091501260
000004.SZ,20240308,91501260,138618,12.510000,200,48,66,138618,1,20240308091501260
000004.SZ,20240308,91501270,139271,13.610000,900,48,83,139271,2,20240308091501270
000004.SZ,20240308,91501280,139580,14.400000,6400,48,83,139580,2,20240308091501280
000004.SZ,20240308,91501290,140629,13.500000,1000,48,83,140629,2,20240308091501290
000004.SZ,20240308,91501290,140241,12.000000,5000,48,66,140241,1,20240308091501290
000004.SZ,20240308,91501290,140242,11.900000,5000,48,66,140242,1,20240308091501290
000004.SZ,20240308,91501290,140553,13.540000,100,48,83,140553,2,20240308091501290
000004.SZ,20240308,91501330,142657,12.500000,1000,48,66,142657,1,20240308091501330
000004.SZ,20240308,91501450,148050,13.750000,100,48,83,148050,2,20240308091501450
000004.SZ,20240308,91501450,148193,13.110000,1000,48,83,148193,2,20240308091501450
000004.SZ,20240308,91501490,149771,14.390000,700,48,83,149771,2,20240308091501490
000004.SZ,20240308,91501510,150476,12.280000,300,48,66,150476,1,20240308091501510
000004.SZ,20240308,91501510,150599,13.330000,100,48,83,150599,2,20240308091501510
000004.SZ,20240308,91501550,152246,13.950000,1300,48,83,152246,2,20240308091501550
000004.SZ,20240308,91501560,152921,14.420000,1100,48,83,152921,2,20240308091501560
000004.SZ,20240308,91501570,153413,13.990000,800,48,83,153413,2,20240308091501570
000004.SZ,20240308,91501570,153079,12.880000,500,48,66,153079,1,20240308091501570
000004.SZ,20240308,91501590,154220,12.850000,2200,48,66,154220,1,20240308091501590
000004.SZ,20240308,91501750,160746,12.710000,800,48,66,160746,1,20240308091501750
000004.SZ,20240308,91501800,161933,13.700000,200,48,83,161933,2,20240308091501800
000004.SZ,20240308,91501920,166636,14.420000,1900,48,83,166636,2,20240308091501920
000004.SZ,20240308,91501960,167993,11.800000,100,48,83,167993,2,20240308091501960
000004.SZ,20240308,91501960,168084,13.900000,100,48,83,168084,2,20240308091501960
000004.SZ,20240308,91501970,168372,14.420000,6000,48,83,168372,2,20240308091501970
000004.SZ,20240308,91502020,170550,12.750000,300,48,66,170550,1,20240308091502020
000004.SZ,20240308,91502040,171017,13.500000,1000,48,83,171017,2,20240308091502040
000004.SZ,20240308,91502080,172621,13.110000,100,48,66,172621,1,20240308091502080
000004.SZ,20240308,91502110,173330,14.420000,4400,48,83,173330,2,20240308091502110
000004.SZ,20240308,91502110,173360,14.260000,2400,48,83,173360,2,20240308091502110
000004.SZ,20240308,91502190,175947,12.800000,100,48,66,175947,1,20240308091502190
000004.SZ,20240308,91502270,178741,12.140000,2100,48,66,178741,1,20240308091502270
000004.SZ,20240308,91502330,180265,13.080000,300,48,66,180265,1,20240308091502330
000004.SZ,20240308,91502340,180846,14.420000,100,48,83,180846,2,20240308091502340
000004.SZ,20240308,91502370,181471,12.380000,1000,48,66,181471,1,20240308091502370
000004.SZ,20240308,91502390,181981,12.230000,100,48,66,181981,1,20240308091502390
000004.SZ,20240308,91502390,182144,12.300000,500,48,66,182144,1,20240308091502390
000004.SZ,20240308,91502390,182152,14.420000,1100,48,83,182152,2,20240308091502390
000004.SZ,20240308,91502440,183481,13.990000,900,48,83,183481,2,20240308091502440
000004.SZ,20240308,91502450,183496,13.990000,800,48,83,183496,2,20240308091502450
000004.SZ,20240308,91502520,185615,11.800000,6800,48,66,185615,1,20240308091502520
000004.SZ,20240308,91502560,187103,12.500000,1500,48,66,187103,1,20240308091502560
000004.SZ,20240308,91502570,187532,13.600000,200,48,83,187532,2,20240308091502570
000004.SZ,20240308,91502570,187191,13.500000,1500,48,83,187191,2,20240308091502570
000004.SZ,20240308,91502600,187919,13.660000,1000,48,83,187919,2,20240308091502600
000004.SZ,20240308,91502640,188688,13.110000,200,48,83,188688,2,20240308091502640
000004.SZ,20240308,91502670,189221,12.360000,100,48,66,189221,1,20240308091502670
000004.SZ,20240308,91502730,190160,14.420000,100,48,83,190160,2,20240308091502730
000004.SZ,20240308,91502780,190814,13.110000,900,48,66,190814,1,20240308091502780
000004.SZ,20240308,91502880,192233,11.800000,100,48,66,192233,1,20240308091502880
000004.SZ,20240308,91502890,192540,14.420000,300,48,83,192540,2,20240308091502890
000004.SZ,20240308,91502940,193710,12.040000,500,48,66,193710,1,20240308091502940
000004.SZ,20240308,91502940,193711,11.800000,500,48,66,193711,1,20240308091502940
000004.SZ,20240308,91502960,194003,14.210000,2300,48,83,194003,2,20240308091502960
000004.SZ,20240308,91503010,195181,11.800000,600,48,83,195181,2,20240308091503010
000004.SZ,20240308,91503020,195279,12.930000,100,48,66,195279,1,20240308091503020
000004.SZ,20240308,91503020,195280,12.400000,100,48,66,195280,1,20240308091503020
000004.SZ,20240308,91503020,195314,12.470000,900,48,66,195314,1,20240308091503020
000004.SZ,20240308,91503040,195862,12.800000,2000,48,66,195862,1,20240308091503040
000004.SZ,20240308,91503040,195864,12.600000,2000,48,66,195864,1,20240308091503040
000004.SZ,20240308,91503050,196215,13.330000,2000,48,83,196215,2,20240308091503050
000004.SZ,20240308,91503050,196216,13.550000,2000,48,83,196216,2,20240308091503050
000004.SZ,20240308,91503050,196217,12.880000,2000,48,66,196217,1,20240308091503050
000004.SZ,20240308,91503100,197086,11.820000,2000,48,66,197086,1,20240308091503100
000004.SZ,20240308,91503120,197993,12.590000,200,48,66,197993,1,20240308091503120
000004.SZ,20240308,91503130,198165,14.400000,2000,48,83,198165,2,20240308091503130
000004.SZ,20240308,91503190,199255,14.250000,1000,48,83,199255,2,20240308091503190
000004.SZ,20240308,91503240,200084,13.190000,1900,48,66,200084,1,20240308091503240
000004.SZ,20240308,91503240,200171,13.780000,1400,48,83,200171,2,20240308091503240
000004.SZ,20240308,91503280,200819,13.590000,1400,48,83,200819,2,20240308091503280
000004.SZ,20240308,91503280,200854,14.000000,100,48,83,200854,2,20240308091503280
000004.SZ,20240308,91503300,201201,14.420000,700,48,66,201201,1,20240308091503300
000004.SZ,20240308,91503330,201750,14.400000,400,48,83,201750,2,20240308091503330
000004.SZ,20240308,91503530,205064,13.580000,1200,48,83,205064,2,20240308091503530
000004.SZ,20240308,91503570,205721,13.500000,100,48,83,205721,2,20240308091503570
000004.SZ,20240308,91503610,206145,13.770000,300,48,83,206145,2,20240308091503610
000004.SZ,20240308,91503610,206195,14.000000,300,48,83,206195,2,20240308091503610
000004.SZ,20240308,91503800,207369,14.420000,100,48,83,207369,2,20240308091503800
000004.SZ,20240308,91503830,207627,13.110000,100,48,66,207627,1,20240308091503830
000004.SZ,20240308,91503910,208210,11.890000,200,48,66,208210,1,20240308091503910
000004.SZ,20240308,91503990,208649,13.650000,1000,48,83,208649,2,20240308091503990
000004.SZ,20240308,91504050,209280,14.400000,1000,48,83,209280,2,20240308091504050
000004.SZ,20240308,91504050,209357,12.000000,200,48,66,209357,1,20240308091504050
000004.SZ,20240308,91504230,210692,11.800000,300,48,66,210692,1,20240308091504230
000004.SZ,20240308,91504290,210876,14.250000,3600,48,83,210876,2,20240308091504290
000004.SZ,20240308,91504290,210898,13.560000,100,48,83,210898,2,20240308091504290
000004.SZ,20240308,91504300,211011,13.100000,200,48,83,211011,2,20240308091504300
000004.SZ,20240308,91504440,211896,13.770000,100,48,83,211896,2,20240308091504440
000004.SZ,20240308,91504650,212862,14.420000,3000,48,83,212862,2,20240308091504650
000004.SZ,20240308,91504660,212899,13.110000,2300,48,66,212899,1,20240308091504660
000004.SZ,20240308,91504720,213018,14.420000,500,48,83,213018,2,20240308091504720
000004.SZ,20240308,91505320,214279,13.560000,4000,48,83,214279,2,20240308091505320
000004.SZ,20240308,91505320,214281,12.770000,1000,48,66,214281,1,20240308091505320
000004.SZ,20240308,91505440,214685,14.130000,40300,48,83,214685,2,20240308091505440
000004.SZ,20240308,91505440,214739,13.110000,200,48,83,214739,2,20240308091505440
000004.SZ,20240308,91505490,214867,14.390000,200,48,83,214867,2,20240308091505490
000004.SZ,20240308,91505640,215220,14.180000,400,48,83,215220,2,20240308091505640
000004.SZ,20240308,91506290,216076,12.770000,200,48,66,216076,1,20240308091506290
000004.SZ,20240308,91507590,217622,13.390000,100,48,83,217622,2,20240308091507590
000004.SZ,20240308,91507700,217808,14.220000,200,48,83,217808,2,20240308091507700
000004.SZ,20240308,91508190,218184,13.650000,1000,48,83,218184,2,20240308091508190
000004.SZ,20240308,91508490,218343,14.380000,300,48,83,218343,2,20240308091508490
000004.SZ,20240308,91508490,218346,12.910000,300,48,66,218346,1,20240308091508490
000004.SZ,20240308,91508490,218348,12.450000,300,48,66,218348,1,20240308091508490
000004.SZ,20240308,91514470,220501,14.420000,2600,48,83,220501,2,20240308091514470
000004.SZ,20240308,91601440,229246,11.850000,100,48,66,229246,1,20240308091601440
000004.SZ,20240308,91608270,230629,13.300000,3200,48,83,230629,2,20240308091608270
000004.SZ,20240308,91610940,231184,14.420000,100,48,83,231184,2,20240308091610940
000004.SZ,20240308,91615020,232014,12.990000,200,48,83,232014,2,20240308091615020
000004.SZ,20240308,91616000,232258,12.380000,5500,48,66,232258,1,20240308091616000
000004.SZ,20240308,91619430,232886,13.310000,400,48,83,232886,2,20240308091619430
000004.SZ,20240308,91621500,233296,12.500000,200,48,66,233296,1,20240308091621500
000004.SZ,20240308,91631440,235266,11.800000,3500,48,83,235266,2,20240308091631440
