symbol,price,action_day,time,volume,turnover,bsflag,record_id,order_kind,function_code,ask_order_id,bid_order_id,channel,direction,datetime
000004.SZ,13.110000,20240308,92500000,200,2622,66,428990,0,48,36680,405063,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,800,10488,66,428991,0,48,78338,405063,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,428992,0,48,112038,407191,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,428993,0,48,112038,339843,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,200,2622,66,428994,0,48,115079,339843,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,428995,0,48,132269,339843,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,400,5244,66,428996,0,48,135090,339843,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,428997,0,48,167993,339843,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,428998,0,48,195181,339843,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,66,428999,0,48,195181,420353,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,2500,32775,66,429000,0,48,248209,420353,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,429001,0,48,289932,420353,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1300,17043,66,429002,0,48,337777,420353,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1000,13110,66,429003,0,48,353733,420353,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,2200,28842,66,429004,0,48,373171,420353,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,700,9177,66,429005,0,48,373171,421758,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,300,3933,66,429006,0,48,399788,421758,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1000,13110,66,429007,0,48,401776,421758,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1300,17043,66,429008,0,48,246861,421758,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,200,2622,66,429009,0,48,246861,370996,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,800,10488,66,429010,0,48,246861,425587,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,800,10488,66,429011,0,48,246861,425758,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,429012,0,48,246861,366287,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,66,429013,0,48,246861,320261,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1400,18354,66,429014,0,48,246861,343058,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,400,5244,66,429015,0,48,246861,352888,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,429016,0,48,99785,352888,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,83,429017,0,48,371009,75459,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,429018,0,48,371009,399143,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,200,2622,66,429019,0,48,371059,399143,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,83,429020,0,48,415956,399143,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,600,7866,83,429021,0,48,416060,399143,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,900,11799,83,429022,0,48,416060,354679,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,83,429023,0,48,416060,407686,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,1000,13110,83,429024,0,48,416060,411417,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,3500,45885,66,429025,0,48,237505,411417,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,66,429026,0,48,66750,411417,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,66,429027,0,48,66750,298142,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1100,14421,83,429028,0,48,326407,298142,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,200,2622,83,429029,0,48,315671,298142,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,600,7866,66,429030,0,48,289688,298142,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,66,429031,0,48,59191,298142,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1100,14421,66,429032,0,48,282704,298142,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,200,2622,66,429033,0,48,232014,298142,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,700,9177,66,429034,0,48,296526,298142,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,83,429035,0,48,332708,298142,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,2000,26220,66,429036,0,48,332708,368810,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,800,10488,66,429037,0,48,332708,399640,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1700,22287,66,429038,0,48,332708,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1300,17043,66,429039,0,48,332796,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,600,7866,66,429040,0,48,348997,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,6300,82593,66,429041,0,48,374972,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1800,23598,66,429042,0,48,379574,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,900,11799,66,429043,0,48,391572,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,1600,20976,66,429044,0,48,426097,427167,2013,1,20240308092500000
000004.SZ,13.110000,20240308,92500000,12900,169119,83,429045,0,48,426097,256879,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,100,1311,83,429046,0,48,420880,256879,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,300,3933,83,429047,0,48,341194,256879,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,200,2622,83,429048,0,48,378040,256879,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,83,429049,0,48,292374,256879,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,500,6555,83,429050,0,48,386149,256879,2013,2,20240308092500000
000004.SZ,13.110000,20240308,92500000,600,7866,83,429051,0,48,395929,256879,2013,2,20240308092500000
